gene,protein,reaction,model
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1434600,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1407900,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1446200,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1407900+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1434600,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1434600+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1247800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1360800,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1408000,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1446200,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_1454400,P_PF3D7_1247800+PF3D7_1360800+PF3D7_1408000+PF3D7_1446200+PF3D7_1454400,R_HBD2,iAM_Pf480
G_PF3D7_0607500,P_PF3D7_0607500,R_HBZOPTm,iAM_Pf480
G_PF3D7_1140000,P_PF3D7_1140000,R_HCO3E,iAM_Pf480
G_PF3D7_1416500,P_PF3D7_1416500,R_GDH_nadp,iAM_Pf480
G_PF3D7_1430700,P_PF3D7_1430700,R_GDH_nadp,iAM_Pf480
G_PF3D7_1435300,P_PF3D7_1435300,R_GLUSx,iAM_Pf480
G_PF3D7_1435300,P_PF3D7_1435300,R_GLUSy,iAM_Pf480
G_PF3D7_0209600,P_PF3D7_0209600,R_GLUt3,iAM_Pf480
G_PF3D7_0515500,P_PF3D7_0515500,R_GLUt3,iAM_Pf480
G_PF3D7_0629500,P_PF3D7_0629500,R_GLUt3,iAM_Pf480
G_PF3D7_1132500,P_PF3D7_1132500,R_GLUt3,iAM_Pf480
G_PF3D7_1208400,P_PF3D7_1208400,R_GLUt3,iAM_Pf480
G_PF3D7_1231400,P_PF3D7_1231400,R_GLUt3,iAM_Pf480
G_PF3D7_1233700,P_PF3D7_1233700,R_HCYSMT,iAM_Pf480
G_PF3D7_1120300,P_PF3D7_1120300,R_COBALTt5,iAM_Pf480
G_PF3D7_1351600,P_PF3D7_1351600,R_GLYCK2,iAM_Pf480
G_PF3D7_1435000,P_PF3D7_1435000,R_HEMEOMOm,iAM_Pf480
G_PF3D7_1435000,P_PF3D7_1435000,R_HEMEOMOym,iAM_Pf480
G_PF3D7_1132900,P_PF3D7_1132900+PF3D7_1232200+PF3D7_1365500,R_GLYCLm,iAM_Pf480
G_PF3D7_1232200,P_PF3D7_1132900+PF3D7_1232200+PF3D7_1365500,R_GLYCLm,iAM_Pf480
G_PF3D7_1365500,P_PF3D7_1132900+PF3D7_1232200+PF3D7_1365500,R_GLYCLm,iAM_Pf480
G_PF3D7_1132900,P_PF3D7_1132900+PF3D7_1232200+PF3D7_1452200,R_GLYCLm,iAM_Pf480
G_PF3D7_1232200,P_PF3D7_1132900+PF3D7_1232200+PF3D7_1452200,R_GLYCLm,iAM_Pf480
G_PF3D7_1452200,P_PF3D7_1132900+PF3D7_1232200+PF3D7_1452200,R_GLYCLm,iAM_Pf480
G_PF3D7_0519300,P_PF3D7_0519300,R_HEMEOSm,iAM_Pf480
G_PF3D7_1132800,P_PF3D7_1132800,R_GLYCt,iAM_Pf480
G_PF3D7_1142400,P_PF3D7_1142400,R_CPPPGO,iAM_Pf480
G_PF3D7_0202700,P_PF3D7_0202700,R_OPP,iAM_Pf480
G_PF3D7_1347200,P_PF3D7_1347200,R_CSNt,iAM_Pf480
G_PF3D7_0627500,P_PF3D7_0627500,R_HETZK,iAM_Pf480
G_PF3D7_1143900,P_PF3D7_1143900,R_HETZK,iAM_Pf480
G_PF3D7_1239600,P_PF3D7_1239600,R_HETZK,iAM_Pf480
G_PF3D7_0624000,P_PF3D7_0624000,R_HEX1,iAM_Pf480
G_PF3D7_1351600,P_PF3D7_1351600,R_GLYK,iAM_Pf480
G_PF3D7_0406400,P_PF3D7_0406400,R_GLYOX,iAM_Pf480
G_PF3D7_1205700,P_PF3D7_1205700,R_GLYOX,iAM_Pf480
G_PF3D7_0609200,P_PF3D7_0609200,R_CSm,iAM_Pf480
G_PF3D7_1022500,P_PF3D7_1022500,R_CSm,iAM_Pf480
G_PF3D7_1205700,P_PF3D7_1205700,R_GLYOXc,iAM_Pf480
G_PF3D7_0209600,P_PF3D7_0209600,R_GLYt,iAM_Pf480
G_PF3D7_0515500,P_PF3D7_0515500,R_GLYt,iAM_Pf480
G_PF3D7_0629500,P_PF3D7_0629500,R_GLYt,iAM_Pf480
G_PF3D7_1132500,P_PF3D7_1132500,R_GLYt,iAM_Pf480
G_PF3D7_1208400,P_PF3D7_1208400,R_GLYt,iAM_Pf480
G_PF3D7_1231400,P_PF3D7_1231400,R_GLYt,iAM_Pf480
G_PF3D7_0813800,P_PF3D7_0813800,R_GMAND,iAM_Pf480
G_PF3D7_0624000,P_PF3D7_0624000,R_HEX10,iAM_Pf480
G_PF3D7_0624000,P_PF3D7_0624000,R_HEX4,iAM_Pf480
G_PF3D7_0624000,P_PF3D7_0624000,R_HEX7,iAM_Pf480
G_PF3D7_0202700,P_PF3D7_0202700,R_HEXTT,iAM_Pf480
G_PF3D7_0209600,P_PF3D7_0209600,R_HIStiDF,iAM_Pf480
G_PF3D7_0515500,P_PF3D7_0515500,R_HIStiDF,iAM_Pf480
G_PF3D7_0629500,P_PF3D7_0629500,R_HIStiDF,iAM_Pf480
G_PF3D7_1132500,P_PF3D7_1132500,R_HIStiDF,iAM_Pf480
G_PF3D7_1208400,P_PF3D7_1208400,R_HIStiDF,iAM_Pf480
G_PF3D7_1231400,P_PF3D7_1231400,R_HIStiDF,iAM_Pf480
G_PF3D7_1012600,P_PF3D7_1012600,R_GMPS2,iAM_Pf480
G_PF3D7_1410200,P_PF3D7_1410200,R_CTPS2,iAM_Pf480
G_PF3D7_1454700,P_PF3D7_1454700,R_GND,iAM_Pf480
G_PF3D7_1351600,P_PF3D7_1351600,R_GNK,iAM_Pf480
G_PF3D7_1421900,P_PF3D7_1421900,R_CU2t2ex,iAM_Pf480
G_PF3D7_1439000,P_PF3D7_1439000,R_CU2t2ex,iAM_Pf480
G_PF3D7_1357900,P_PF3D7_1357900,R_HPROx,iAM_Pf480
G_PF3D7_1209600,P_PF3D7_1209600,R_PPBNGD,iAM_Pf480
G_PF3D7_1015900,P_PF3D7_1015900,R_ENO,iAM_Pf480
G_PF3D7_0520500,P_PF3D7_0520500,R_HMPK1,iAM_Pf480
G_PF3D7_1446800,P_PF3D7_1446800,R_HMZ,iAM_Pf480
G_PF3D7_1357900,P_PF3D7_1357900,R_HPROb,iAM_Pf480
G_PF3D7_1124600,P_PF3D7_1124600,R_ETHAK,iAM_Pf480
G_PF3D7_0810800,P_PF3D7_0810800,R_HPPK,iAM_Pf480
G_PF3D7_0209600,P_PF3D7_0209600,R_LYSt5r,iAM_Pf480
G_PF3D7_0515500,P_PF3D7_0515500,R_LYSt5r,iAM_Pf480
G_PF3D7_0629500,P_PF3D7_0629500,R_LYSt5r,iAM_Pf480
G_PF3D7_1132500,P_PF3D7_1132500,R_LYSt5r,iAM_Pf480
G_PF3D7_1208400,P_PF3D7_1208400,R_LYSt5r,iAM_Pf480
G_PF3D7_1231400,P_PF3D7_1231400,R_LYSt5r,iAM_Pf480
G_PF3D7_0810800,P_PF3D7_0810800,R_HPPK2,iAM_Pf480
G_PF3D7_1012400,P_PF3D7_1012400,R_HXPRT,iAM_Pf480
G_PF3D7_0715000,P_PF3D7_0715000,R_HYPOE,iAM_Pf480
G_PF3D7_1420900,P_PF3D7_1420900,R_MAN1PT,iAM_Pf480
G_PF3D7_1347200,P_PF3D7_1347200,R_HYXNt,iAM_Pf480
G_PF3D7_0724300,P_PF3D7_0724300,R_OHPHMm,iAM_Pf480
G_PF3D7_0916600,P_PF3D7_0916600,R_OHPHMm,iAM_Pf480
G_PF3D7_0801800,P_PF3D7_0801800,R_MAN6PI,iAM_Pf480
G_PF3D7_0303700,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD1m,iAM_Pf480
G_PF3D7_0504600,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD1m,iAM_Pf480
G_PF3D7_1232200,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD1m,iAM_Pf480
G_PF3D7_1312600,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD1m,iAM_Pf480
G_PF3D7_0303700,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD2m,iAM_Pf480
G_PF3D7_0504600,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD2m,iAM_Pf480
G_PF3D7_1232200,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD2m,iAM_Pf480
G_PF3D7_1312600,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD2m,iAM_Pf480
G_PF3D7_0204700,P_PF3D7_0204700,R_MANt1r,iAM_Pf480
G_PF3D7_0303700,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD3m,iAM_Pf480
G_PF3D7_0504600,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD3m,iAM_Pf480
G_PF3D7_1232200,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD3m,iAM_Pf480
G_PF3D7_1312600,P_PF3D7_0303700+PF3D7_0504600+PF3D7_1232200+PF3D7_1312600,R_OIVD3m,iAM_Pf480
G_PF3D7_0204900,P_PF3D7_0204900,R_OMBZLMm,iAM_Pf480
G_PF3D7_0407100,P_PF3D7_0407100,R_OMBZLMm,iAM_Pf480
G_PF3D7_1455200,P_PF3D7_1455200,R_OMBZLMm,iAM_Pf480
G_PF3D7_1345700,P_PF3D7_1345700,R_ICDHym,iAM_Pf480
G_PF3D7_1324900,P_PF3D7_1324900,R_MCLORi,iAM_Pf480
G_PF3D7_1458400,P_PF3D7_1458400,R_ILETA,iAM_Pf480
G_PF3D7_1312000,P_PF3D7_1312000,R_MCOATA_1,iAM_Pf480
G_PF3D7_0209600,P_PF3D7_0209600,R_ILEtec,iAM_Pf480
G_PF3D7_0515500,P_PF3D7_0515500,R_ILEtec,iAM_Pf480
G_PF3D7_0629500,P_PF3D7_0629500,R_ILEtec,iAM_Pf480
G_PF3D7_1132500,P_PF3D7_1132500,R_ILEtec,iAM_Pf480
G_PF3D7_1208400,P_PF3D7_1208400,R_ILEtec,iAM_Pf480
G_PF3D7_1231400,P_PF3D7_1231400,R_ILEtec,iAM_Pf480
G_PF3D7_0920800,P_PF3D7_0920800,R_IMPD,iAM_Pf480
G_PF3D7_0512700,P_PF3D7_0512700,R_OMPDC,iAM_Pf480
G_PF3D7_1023200,P_PF3D7_1023200,R_OMPDC,iAM_Pf480
G_PF3D7_0815300,P_PF3D7_0815300,R_OMPHHXxm,iAM_Pf480
G_PF3D7_1347200,P_PF3D7_1347200,R_INSt,iAM_Pf480
G_PF3D7_0815300,P_PF3D7_0815300,R_OMPHHXym,iAM_Pf480
G_PF3D7_1206400,P_PF3D7_1206400,R_MCPST,iAM_Pf480
G_PF3D7_0618500,P_PF3D7_0618500,R_MDH,iAM_Pf480
G_PF3D7_1033100,P_PF3D7_1033100,R_ORNDC,iAM_Pf480
G_PF3D7_0104400,P_PF3D7_0104400,R_IDS1,iAM_Pf480
G_PF3D7_0616800,P_PF3D7_0616800,R_MDH6,iAM_Pf480
G_PF3D7_0211400,P_PF3D7_0211400,R_3OAS40_h,iAM_Pf480
G_PF3D7_0626300,P_PF3D7_0626300,R_3OAS40_h,iAM_Pf480
G_PF3D7_0616800,P_PF3D7_0616800,R_MDH7m,iAM_Pf480
G_PF3D7_1465500,P_PF3D7_1465500,R_Kt1,iAM_Pf480
G_PF3D7_0608800,P_PF3D7_0608800,R_ORNTA,iAM_Pf480
G_PF3D7_0512700,P_PF3D7_0512700,R_ORPT,iAM_Pf480
G_PF3D7_1023200,P_PF3D7_1023200,R_ORPT,iAM_Pf480
G_PF3D7_1022800,P_PF3D7_1022800,R_MECDPDH2yc,iAM_Pf480
G_PF3D7_1402000,P_PF3D7_1402000,R_P4AH,iAM_Pf480
G_PF3D7_1436900,P_PF3D7_1436900,R_P4AH,iAM_Pf480
G_PF3D7_1357900,P_PF3D7_1357900,R_P5CRx,iAM_Pf480
G_PF3D7_1357900,P_PF3D7_1357900,R_P5CR,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PCPLC_16_0_16_0,iAM_Pf480
G_PF3D7_0210300,P_PF3D7_0210300,R_L_LACt2r,iAM_Pf480
G_PF3D7_0926400,P_PF3D7_0926400,R_L_LACt2r,iAM_Pf480
G_PF3D7_0204500,P_PF3D7_0204500,R_LCYSTAT,iAM_Pf480
G_PF3D7_1324900,P_PF3D7_1324900,R_LDH_L,iAM_Pf480
G_PF3D7_1325200,P_PF3D7_1325200,R_LDH_L,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PCPLC_16_0_18_1,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PCPLC_16_0_18_2,iAM_Pf480
G_PF3D7_0209300,P_PF3D7_0209300,R_MCS,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PCPLC_18_1_18_1,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PCPLC_18_1_18_2,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PCPLC_18_2_18_2,iAM_Pf480
G_PF3D7_0106900,P_PF3D7_0106900,R_CMS_h,iAM_Pf480
G_PF3D7_1239000,P_PF3D7_1239000,R_PDE1,iAM_Pf480
G_PF3D7_1321500,P_PF3D7_1321500,R_PDE1,iAM_Pf480
G_PF3D7_1321600,P_PF3D7_1321600,R_PDE1,iAM_Pf480
G_PF3D7_1470500,P_PF3D7_1470500,R_PDE1,iAM_Pf480
G_PF3D7_1458400,P_PF3D7_1458400,R_LEUTA,iAM_Pf480
G_PF3D7_0209600,P_PF3D7_0209600,R_LEUtec,iAM_Pf480
G_PF3D7_0515500,P_PF3D7_0515500,R_LEUtec,iAM_Pf480
G_PF3D7_0629500,P_PF3D7_0629500,R_LEUtec,iAM_Pf480
G_PF3D7_1132500,P_PF3D7_1132500,R_LEUtec,iAM_Pf480
G_PF3D7_1208400,P_PF3D7_1208400,R_LEUtec,iAM_Pf480
G_PF3D7_1231400,P_PF3D7_1231400,R_LEUtec,iAM_Pf480
G_PF3D7_1113700,P_PF3D7_1113700,R_LGTHL,iAM_Pf480
G_PF3D7_1239000,P_PF3D7_1239000,R_PDE2,iAM_Pf480
G_PF3D7_1321500,P_PF3D7_1321500,R_PDE2,iAM_Pf480
G_PF3D7_1321600,P_PF3D7_1321600,R_PDE2,iAM_Pf480
G_PF3D7_1470500,P_PF3D7_1470500,R_PDE2,iAM_Pf480
G_PF3D7_1239000,P_PF3D7_1239000,R_PDE3,iAM_Pf480
G_PF3D7_1321500,P_PF3D7_1321500,R_PDE3,iAM_Pf480
G_PF3D7_1321600,P_PF3D7_1321600,R_PDE3,iAM_Pf480
G_PF3D7_1470500,P_PF3D7_1470500,R_PDE3,iAM_Pf480
G_PF3D7_0922200,P_PF3D7_0922200,R_METAT,iAM_Pf480
G_PF3D7_1209500,P_PF3D7_1209500,R_PDE4,iAM_Pf480
G_PF3D7_1239000,P_PF3D7_1239000,R_PDE4,iAM_Pf480
G_PF3D7_1321500,P_PF3D7_1321500,R_PDE4,iAM_Pf480
G_PF3D7_1321600,P_PF3D7_1321600,R_PDE4,iAM_Pf480
G_PF3D7_1470500,P_PF3D7_1470500,R_PDE4,iAM_Pf480
G_PF3D7_1239000,P_PF3D7_1239000,R_PDE5,iAM_Pf480
G_PF3D7_1321500,P_PF3D7_1321500,R_PDE5,iAM_Pf480
G_PF3D7_1321600,P_PF3D7_1321600,R_PDE5,iAM_Pf480
G_PF3D7_1470500,P_PF3D7_1470500,R_PDE5,iAM_Pf480
G_PF3D7_0604700,P_PF3D7_0604700,R_LGTHLc,iAM_Pf480
G_PF3D7_0923600,P_PF3D7_0923600,R_LIPAMPLm,iAM_Pf480
G_PF3D7_1314600,P_PF3D7_1314600,R_LIPAMPLm,iAM_Pf480
G_PF3D7_0815900,P_PF3D7_0815900+PF3D7_1020800+PF3D7_1124500+PF3D7_1446400,R_PDHapi,iAM_Pf480
G_PF3D7_1020800,P_PF3D7_0815900+PF3D7_1020800+PF3D7_1124500+PF3D7_1446400,R_PDHapi,iAM_Pf480
G_PF3D7_1124500,P_PF3D7_0815900+PF3D7_1020800+PF3D7_1124500+PF3D7_1446400,R_PDHapi,iAM_Pf480
G_PF3D7_1446400,P_PF3D7_0815900+PF3D7_1020800+PF3D7_1124500+PF3D7_1446400,R_PDHapi,iAM_Pf480
G_PF3D7_0923600,P_PF3D7_0923600,R_LIPATPTm,iAM_Pf480
G_PF3D7_1314600,P_PF3D7_1314600,R_LIPATPTm,iAM_Pf480
G_PF3D7_0823600,P_PF3D7_0823600,R_LIPOCTc,iAM_Pf480
G_PF3D7_1344600,P_PF3D7_1344600,R_LIPOSc,iAM_Pf480
G_PF3D7_1459700,P_PF3D7_1459700,R_PDX5POi,iAM_Pf480
G_PF3D7_0715000,P_PF3D7_0715000,R_PDXPP,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PEPLC_16_0_16_0,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PEPLC_16_0_18_1,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PEPLC_16_0_18_2,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PEPLC_18_1_18_1,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PEPLC_18_1_18_2,iAM_Pf480
G_PF3D7_1013500,P_PF3D7_1013500,R_PEPLC_18_2_18_2,iAM_Pf480
G_PF3D7_0102400,P_PF3D7_0102400,R_LPASE_16_1,iAM_Pf480
G_PF3D7_0702200,P_PF3D7_0702200,R_LPASE_16_1,iAM_Pf480
G_PF3D7_0709700,P_PF3D7_0709700,R_LPASE_16_1,iAM_Pf480
G_PF3D7_0731800,P_PF3D7_0731800,R_LPASE_16_1,iAM_Pf480
G_PF3D7_0936700,P_PF3D7_0936700,R_LPASE_16_1,iAM_Pf480
G_PF3D7_0937200,P_PF3D7_0937200,R_LPASE_16_1,iAM_Pf480
G_PF3D7_1001400,P_PF3D7_1001400,R_LPASE_16_1,iAM_Pf480
G_PF3D7_1038900,P_PF3D7_1038900,R_LPASE_16_1,iAM_Pf480
G_PF3D7_1252600,P_PF3D7_1252600,R_LPASE_16_1,iAM_Pf480
G_PF3D7_1401500,P_PF3D7_1401500,R_LPASE_16_1,iAM_Pf480
G_PF3D7_1476700,P_PF3D7_1476700,R_LPASE_16_1,iAM_Pf480
G_PF3D7_1476800,P_PF3D7_1476800,R_LPASE_16_1,iAM_Pf480
G_PF3D7_0102400,P_PF3D7_0102400,R_LPASE_18_3,iAM_Pf480
G_PF3D7_0702200,P_PF3D7_0702200,R_LPASE_18_3,iAM_Pf480
G_PF3D7_0709700,P_PF3D7_0709700,R_LPASE_18_3,iAM_Pf480
G_PF3D7_0731800,P_PF3D7_0731800,R_LPASE_18_3,iAM_Pf480
G_PF3D7_0936700,P_PF3D7_0936700,R_LPASE_18_3,iAM_Pf480
G_PF3D7_0937200,P_PF3D7_0937200,R_LPASE_18_3,iAM_Pf480
G_PF3D7_1001400,P_PF3D7_1001400,R_LPASE_18_3,iAM_Pf480
G_PF3D7_1038900,P_PF3D7_1038900,R_LPASE_18_3,iAM_Pf480
G_PF3D7_1252600,P_PF3D7_1252600,R_LPASE_18_3,iAM_Pf480
G_PF3D7_1401500,P_PF3D7_1401500,R_LPASE_18_3,iAM_Pf480
G_PF3D7_1476700,P_PF3D7_1476700,R_LPASE_18_3,iAM_Pf480
G_PF3D7_1476800,P_PF3D7_1476800,R_LPASE_18_3,iAM_Pf480
G_PF3D7_0102400,P_PF3D7_0102400,R_LPASE_18_4,iAM_Pf480
G_PF3D7_0702200,P_PF3D7_0702200,R_LPASE_18_4,iAM_Pf480
G_PF3D7_0709700,P_PF3D7_0709700,R_LPASE_18_4,iAM_Pf480
G_PF3D7_0731800,P_PF3D7_0731800,R_LPASE_18_4,iAM_Pf480
G_PF3D7_0936700,P_PF3D7_0936700,R_LPASE_18_4,iAM_Pf480
G_PF3D7_0937200,P_PF3D7_0937200,R_LPASE_18_4,iAM_Pf480
G_PF3D7_1001400,P_PF3D7_1001400,R_LPASE_18_4,iAM_Pf480
G_PF3D7_1038900,P_PF3D7_1038900,R_LPASE_18_4,iAM_Pf480
G_PF3D7_1252600,P_PF3D7_1252600,R_LPASE_18_4,iAM_Pf480
G_PF3D7_1401500,P_PF3D7_1401500,R_LPASE_18_4,iAM_Pf480
G_PF3D7_1476700,P_PF3D7_1476700,R_LPASE_18_4,iAM_Pf480
G_PF3D7_1476800,P_PF3D7_1476800,R_LPASE_18_4,iAM_Pf480
G_PF3D7_0102400,P_PF3D7_0102400,R_LPASE_20_5,iAM_Pf480
G_PF3D7_0702200,P_PF3D7_0702200,R_LPASE_20_5,iAM_Pf480
G_PF3D7_0709700,P_PF3D7_0709700,R_LPASE_20_5,iAM_Pf480
G_PF3D7_0731800,P_PF3D7_0731800,R_LPASE_20_5,iAM_Pf480
G_PF3D7_0936700,P_PF3D7_0936700,R_LPASE_20_5,iAM_Pf480
G_PF3D7_0937200,P_PF3D7_0937200,R_LPASE_20_5,iAM_Pf480
G_PF3D7_1001400,P_PF3D7_1001400,R_LPASE_20_5,iAM_Pf480
G_PF3D7_1038900,P_PF3D7_1038900,R_LPASE_20_5,iAM_Pf480
G_PF3D7_1252600,P_PF3D7_1252600,R_LPASE_20_5,iAM_Pf480
G_PF3D7_1401500,P_PF3D7_1401500,R_LPASE_20_5,iAM_Pf480
G_PF3D7_1476700,P_PF3D7_1476700,R_LPASE_20_5,iAM_Pf480
G_PF3D7_1476800,P_PF3D7_1476800,R_LPASE_20_5,iAM_Pf480
G_PF3D7_0413500,P_PF3D7_0413500,R_PGAM1_PhosHydro,iAM_Pf480
G_PF3D7_0508300,P_PF3D7_0508300+PF3D7_0530200,R_PEPPIth,iAM_Pf480
G_PF3D7_0530200,P_PF3D7_0508300+PF3D7_0530200,R_PEPPIth,iAM_Pf480
G_PF3D7_0102400,P_PF3D7_0102400,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_0702200,P_PF3D7_0702200,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_0709700,P_PF3D7_0709700,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_0731800,P_PF3D7_0731800,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_0936700,P_PF3D7_0936700,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_0937200,P_PF3D7_0937200,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_1001400,P_PF3D7_1001400,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_1038900,P_PF3D7_1038900,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_1252600,P_PF3D7_1252600,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_1401500,P_PF3D7_1401500,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_1476700,P_PF3D7_1476700,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_1476800,P_PF3D7_1476800,R_LPASE_2_16_0,iAM_Pf480
G_PF3D7_0102400,P_PF3D7_0102400,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_0702200,P_PF3D7_0702200,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_0709700,P_PF3D7_0709700,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_0731800,P_PF3D7_0731800,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_0936700,P_PF3D7_0936700,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_0937200,P_PF3D7_0937200,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_1001400,P_PF3D7_1001400,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_1038900,P_PF3D7_1038900,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_1252600,P_PF3D7_1252600,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_1401500,P_PF3D7_1401500,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_1476700,P_PF3D7_1476700,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_1476800,P_PF3D7_1476800,R_LPASE_2_18_1,iAM_Pf480
G_PF3D7_1347700,P_PF3D7_1347700,R_PETHCT,iAM_Pf480
G_PF3D7_0209600,P_PF3D7_0209600,R_METtec,iAM_Pf480
G_PF3D7_0515500,P_PF3D7_0515500,R_METtec,iAM_Pf480
G_PF3D7_0629500,P_PF3D7_0629500,R_METtec,iAM_Pf480
G_PF3D7_1132500,P_PF3D7_1132500,R_METtec,iAM_Pf480
G_PF3D7_1208400,P_PF3D7_1208400,R_METtec,iAM_Pf480
G_PF3D7_1231400,P_PF3D7_1231400,R_METtec,iAM_Pf480
G_PF3D7_1343000,P_PF3D7_1343000,R_PETHMTg,iAM_Pf480
G_PF3D7_0915400,P_PF3D7_0915400,R_PFK,iAM_Pf480
G_PF3D7_1128300,P_PF3D7_1128300,R_PFK,iAM_Pf480
